ProductID,SKUCode,ProductName,ShortDescription,Category,SubCategory,Department,Brand,ModelNumber,Color,Size,Weight,UnitOfMeasure,SupplierID,SupplierName,CountryOfOrigin,CostPrice,MRP,StandardSellingPrice,TaxPercent,ReorderLevel,LaunchDate,ProductStatus
P11513,E4QPRWQ6,Nestle Bag 1513,Nestle Bag high quality product,Accessories,Bag,FMCG,Nestle,M-1270,Gray,L,6.68,Piece,S529,Supplier_16,USA,713.7,880.8,827.08,12,78,06-03-2024,Active
P11514,G594TOGA,Apple Mobile 1514,Apple Mobile high quality product,Electronics,Mobile,Electronics,Apple,M-1807,White,M,6.71,Piece,S568,Supplier_14,Germany,3231.06,3654.33,3437.23,5,173,26-06-2024,Active
P11515,KRK9QPJL,Samsung Men 1515,Samsung Men high quality product,Clothing,Men,FMCG,Samsung,M-9622,Gray,NA,3.6,Piece,S346,Supplier_5,USA,2985.71,3699.36,3439.64,12,22,15-04-2025,Active
P11516,GEJG6WFL,Dell Men 1516,Dell Men high quality product,Clothing,Men,Fashion,Dell,M-1302,Green,S,7.37,Piece,S314,Supplier_48,Germany,2866.29,3976.63,3326.96,5,179,18-10-2024,Active
P11517,ILNV3TAE,Samsung Kids 1517,Samsung Kids high quality product,Clothing,Kids,FMCG,Samsung,M-5796,White,S,1.48,Piece,S749,Supplier_2,USA,3112.53,4136.07,3863.54,5,157,30-03-2024,Active
P11518,BJW4J6SE,Apple Men 1518,Apple Men high quality product,Clothing,Men,Electronics,Apple,M-2256,White,M,0.27,Piece,S257,Supplier_38,Germany,1452.37,1781.34,1861.32,5,25,19-05-2025,Active
P11519,OCWZE81W,Puma Accessory 1519,Puma Accessory high quality product,Electronics,Accessory,Electronics,Puma,M-7664,Blue,S,5.96,Piece,S246,Supplier_26,USA,4748.71,7042.92,5398.92,5,41,03-01-2024,Active
P11520,BDHS3RMX,Nike Watch 1520,Nike Watch high quality product,Accessories,Watch,Fashion,Nike,M-8134,Black,S,9.56,Piece,S320,Supplier_23,Vietnam,2315.85,2996.98,2764.46,18,191,23-06-2023,Active
P11521,ATISMFSZ,Lenovo Accessory 1521,Lenovo Accessory high quality product,Electronics,Accessory,Fashion,Lenovo,M-2877,Red,NA,6.63,Piece,S912,Supplier_20,China,4221.46,5473.23,4979.63,18,178,25-08-2025,Active
P11522,PPR2BZDN,Puma Women 1522,Puma Women high quality product,Clothing,Women,FMCG,Puma,M-9427,Green,S,3.86,Piece,S474,Supplier_20,USA,1996.42,2755.52,2164.95,18,50,28-06-2023,Active
P11523,SLY9U3LO,Nestle Household 1523,Nestle Household high quality product,Grocery,Household,Electronics,Nestle,M-2092,Black,L,5.98,Piece,S887,Supplier_4,India,848.02,1108.21,911.43,12,144,17-10-2023,Active
P11524,KTFJWACI,Dell Snacks 1524,Dell Snacks high quality product,Grocery,Snacks,FMCG,Dell,M-5227,Black,NA,0.5,Piece,S195,Supplier_1,China,2633.33,3791.34,2976.41,5,154,30-06-2025,Active
P11525,TW526U9H,Nestle Women 1525,Nestle Women high quality product,Clothing,Women,Fashion,Nestle,M-5911,Green,S,7.59,Piece,S668,Supplier_15,Germany,758.08,883.89,946.82,18,182,03-12-2025,Active
P11526,NU5SZO04,Dell Beverages 1526,Dell Beverages high quality product,Grocery,Beverages,FMCG,Dell,M-2505,Green,S,6.26,Piece,S203,Supplier_16,China,4359.68,5229.45,4936.6,5,34,27-08-2025,Active
P11527,PRRJFRQC,HP Snacks 1527,HP Snacks high quality product,Grocery,Snacks,FMCG,HP,M-1293,White,XL,5.29,Piece,S528,Supplier_22,China,2430.27,2960.74,2678.7,5,200,30-06-2023,Active
P11528,UA3PRK8X,Samsung Household 1528,Samsung Household high quality product,Grocery,Household,Fashion,Samsung,M-7423,Red,M,4.74,Piece,S527,Supplier_28,Vietnam,3836.84,5245.9,4834.94,12,48,29-10-2023,Active
P11529,1I4A2UID,Sony Bag 1529,Sony Bag high quality product,Accessories,Bag,Electronics,Sony,M-5605,Red,L,1.28,Piece,S723,Supplier_26,USA,299.75,448.01,333.61,18,197,09-03-2024,Active
P11530,W8W4OLP3,Apple Household 1530,Apple Household high quality product,Grocery,Household,Fashion,Apple,M-2985,Blue,M,3.75,Piece,S655,Supplier_37,USA,3695.28,4684.42,4244.41,18,191,07-09-2023,Active
P11531,PP0FSWPP,Nike Tablet 1531,Nike Tablet high quality product,Electronics,Tablet,Fashion,Nike,M-3366,White,M,8.45,Piece,S302,Supplier_49,Vietnam,2310.71,2677.07,2543.67,12,12,07-03-2024,Active
P11532,NB25PKMI,Apple Kids 1532,Apple Kids high quality product,Clothing,Kids,FMCG,Apple,M-4208,White,XL,5.62,Piece,S205,Supplier_49,USA,2343.32,3322.4,3005.73,12,170,29-03-2025,Active
P11533,F3WF9TXN,Nestle Mobile 1533,Nestle Mobile high quality product,Electronics,Mobile,Electronics,Nestle,M-5326,White,NA,4.13,Piece,S965,Supplier_1,India,3244.64,3737.67,3849.3,12,11,11-06-2023,Active
P11534,H6CEMA8S,Apple Snacks 1534,Apple Snacks high quality product,Grocery,Snacks,FMCG,Apple,M-5611,Black,XL,6.56,Piece,S735,Supplier_37,USA,1705.02,2453.1,2108.1,18,38,01-01-2025,Active
P11535,CQVXIACD,Adidas Laptop 1535,Adidas Laptop high quality product,Electronics,Laptop,Electronics,Adidas,M-6243,Red,XL,0.11,Piece,S739,Supplier_36,Germany,303.2,375.78,318.71,5,30,27-01-2024,Active
P11536,47KZHKXO,Adidas Beverages 1536,Adidas Beverages high quality product,Grocery,Beverages,Fashion,Adidas,M-6919,Blue,L,9.5,Piece,S883,Supplier_6,Vietnam,1495.23,2234.54,1805.44,5,127,24-02-2024,Active
P11537,W85L6QXU,Apple Household 1537,Apple Household high quality product,Grocery,Household,FMCG,Apple,M-6325,Black,M,9.41,Piece,S613,Supplier_24,India,3161.78,3659.76,3753.15,12,157,28-03-2024,Active
P11538,R9NC4NQO,Samsung Tablet 1538,Samsung Tablet high quality product,Electronics,Tablet,FMCG,Samsung,M-2570,Black,NA,8.43,Piece,S783,Supplier_12,China,2773.35,3873.22,3246.58,5,127,01-10-2024,Active
P11539,6CGNELUR,Sony Beverages 1539,Sony Beverages high quality product,Grocery,Beverages,Fashion,Sony,M-5635,White,M,7.75,Piece,S568,Supplier_9,USA,2400.24,3170.16,3035.35,12,192,27-03-2025,Active
P11540,8XEFRDAP,Dell Tablet 1540,Dell Tablet high quality product,Electronics,Tablet,Fashion,Dell,M-8809,Blue,M,7.62,Piece,S929,Supplier_1,China,799.26,1064.09,862.25,5,150,22-01-2025,Active
P11541,GLGE86Q4,Dell Men 1541,Dell Men high quality product,Clothing,Men,FMCG,Dell,M-1822,Gray,M,2.71,Piece,S457,Supplier_29,USA,3099.03,3803.29,3849.66,18,143,02-03-2025,Active
P11542,R7A2KX6R,Puma Beverages 1542,Puma Beverages high quality product,Grocery,Beverages,Electronics,Puma,M-8293,Black,NA,2.26,Piece,S142,Supplier_26,Germany,1460.03,2025.54,1678.12,18,196,09-10-2023,Active
P11543,5B1F6MHY,Nestle Women 1543,Nestle Women high quality product,Clothing,Women,FMCG,Nestle,M-4738,Black,M,5.52,Piece,S515,Supplier_27,Germany,1869.31,2389.15,2018,18,164,19-12-2025,Active
P11544,P6ZPUKVR,Nike Tablet 1544,Nike Tablet high quality product,Electronics,Tablet,Electronics,Nike,M-9672,Red,S,9.82,Piece,S795,Supplier_5,USA,404.46,452.97,494.22,18,30,16-08-2024,Active
P11545,L2YT550B,Lenovo Snacks 1545,Lenovo Snacks high quality product,Grocery,Snacks,FMCG,Lenovo,M-2247,Red,L,5.39,Piece,S476,Supplier_30,USA,518.81,576.82,645.78,18,46,21-07-2023,Active
P11546,BMHFIWU2,Samsung Women 1546,Samsung Women high quality product,Clothing,Women,FMCG,Samsung,M-7515,Green,M,5.23,Piece,S655,Supplier_23,India,4167.77,5841.43,5105.72,12,185,22-08-2024,Active
P11547,MZ60RO7C,Nestle Tablet 1547,Nestle Tablet high quality product,Electronics,Tablet,FMCG,Nestle,M-2480,Black,XL,4.59,Piece,S371,Supplier_6,India,4877.24,7020.6,5642.7,5,154,05-07-2023,Active
P11548,5NZ7GOS3,Nike Watch 1548,Nike Watch high quality product,Accessories,Watch,Fashion,Nike,M-8721,Green,NA,7.87,Piece,S847,Supplier_35,Germany,2258.35,3333.88,2589.83,12,85,27-08-2023,Active
P11549,DUGDXD56,Dell Women 1549,Dell Women high quality product,Clothing,Women,Fashion,Dell,M-3286,Gray,XL,4.91,Piece,S358,Supplier_34,Vietnam,4387.21,5170.43,5090.46,5,62,31-05-2024,Active
P11550,BAYH7Q0O,Lenovo Men 1550,Lenovo Men high quality product,Clothing,Men,Electronics,Lenovo,M-1496,Red,S,2.65,Piece,S985,Supplier_6,China,3352.9,4692.56,4100.45,12,181,11-01-2026,Active
P11551,FZDARO5N,Puma Tablet 1551,Puma Tablet high quality product,Electronics,Tablet,Electronics,Puma,M-3956,Gray,L,5.15,Piece,S747,Supplier_5,China,1396.36,1624.16,1774.16,18,31,13-03-2024,Active
P11552,3GPBGJ6G,Dell Kids 1552,Dell Kids high quality product,Clothing,Kids,Electronics,Dell,M-4418,Black,L,3.02,Piece,S214,Supplier_34,China,244.94,332.42,266.32,18,32,04-09-2025,Active
P11553,B3HFN9FA,Samsung Household 1553,Samsung Household high quality product,Grocery,Household,Electronics,Samsung,M-7830,Red,S,4.46,Piece,S955,Supplier_37,Germany,1336.13,1929.52,1406.4,5,191,24-12-2023,Active
P11554,DYCQDL3P,Adidas Men 1554,Adidas Men high quality product,Clothing,Men,Fashion,Adidas,M-9676,Black,M,6.89,Piece,S512,Supplier_4,Germany,2159.31,3123.86,2705.84,5,17,11-12-2024,Active
P11555,ZLQYV0TY,Adidas Sunglasses 1555,Adidas Sunglasses high quality product,Accessories,Sunglasses,FMCG,Adidas,M-5782,Blue,L,3.42,Piece,S167,Supplier_9,Germany,2224.8,2707.67,2752.14,18,136,03-07-2023,Active
P11556,6ST1ZM2Z,Puma Kids 1556,Puma Kids high quality product,Clothing,Kids,Fashion,Puma,M-2036,White,L,9.39,Piece,S388,Supplier_9,India,734.11,1100.99,819.34,5,74,18-09-2025,Active
P11557,SLQXL4XN,HP Bag 1557,HP Bag high quality product,Accessories,Bag,Electronics,HP,M-2338,Black,XL,8.55,Piece,S191,Supplier_32,Vietnam,485.47,714.95,515.98,5,154,04-12-2023,Active
P11558,NK5VVEPF,Puma Snacks 1558,Puma Snacks high quality product,Grocery,Snacks,Fashion,Puma,M-6819,Blue,XL,8.09,Piece,S629,Supplier_16,Vietnam,2755.42,3259.48,2943.13,18,144,29-07-2025,Active
P11559,UXEG4NO3,Sony Bag 1559,Sony Bag high quality product,Accessories,Bag,Fashion,Sony,M-7074,Gray,XL,5.22,Piece,S543,Supplier_48,India,4627.14,6463.38,5546.65,12,74,04-11-2025,Active
P11560,LYWG5R2K,HP Accessory 1560,HP Accessory high quality product,Electronics,Accessory,FMCG,HP,M-1909,Red,M,6.48,Piece,S184,Supplier_47,Germany,199.73,269.23,226.62,18,48,13-01-2025,Active
P11561,JJBE79N0,Nike Men 1561,Nike Men high quality product,Clothing,Men,Fashion,Nike,M-3044,Green,L,9.3,Piece,S314,Supplier_40,India,2762.31,3950.35,3483.1,5,142,10-11-2025,Active
P11562,R3L08CPN,Puma Kids 1562,Puma Kids high quality product,Clothing,Kids,FMCG,Puma,M-1745,Red,M,8.78,Piece,S905,Supplier_17,USA,4135.78,5081.42,4454.89,18,76,20-08-2025,Active
P11563,85I3ECK5,Nike Snacks 1563,Nike Snacks high quality product,Grocery,Snacks,FMCG,Nike,M-6446,White,NA,2.61,Piece,S426,Supplier_7,Germany,3793.32,5062.95,4274.33,18,148,01-02-2024,Active
P11564,V2XNUKG3,Nike Household 1564,Nike Household high quality product,Grocery,Household,FMCG,Nike,M-7072,Black,NA,2.79,Piece,S378,Supplier_14,India,3478.07,5074.18,4151.05,5,131,18-11-2023,Active
P11565,QEGZ4H10,Sony Snacks 1565,Sony Snacks high quality product,Grocery,Snacks,Electronics,Sony,M-2814,Green,NA,3.35,Piece,S446,Supplier_39,USA,2418.17,2705.01,2586.32,18,154,16-08-2023,Active
P11566,PE8PKIVJ,Sony Tablet 1566,Sony Tablet high quality product,Electronics,Tablet,Fashion,Sony,M-2603,White,M,8.24,Piece,S611,Supplier_5,Germany,4776.51,6421.82,6177.25,5,39,07-06-2025,Active
P11567,PPYHUMOW,Puma Sunglasses 1567,Puma Sunglasses high quality product,Accessories,Sunglasses,Electronics,Puma,M-6937,Blue,XL,1.82,Piece,S452,Supplier_34,Germany,2181.14,2853.01,2605.15,12,114,07-06-2025,Active
P11568,9G9MBYIG,Apple Beverages 1568,Apple Beverages high quality product,Grocery,Beverages,Electronics,Apple,M-3451,Green,L,0.85,Piece,S147,Supplier_47,Vietnam,2789.25,4156.14,3159.63,18,154,22-03-2024,Active
P11569,G1B3KA5X,Dell Men 1569,Dell Men high quality product,Clothing,Men,FMCG,Dell,M-7644,White,XL,4.4,Piece,S435,Supplier_42,India,839.75,1047.26,922.43,12,142,24-05-2025,Active
P11570,EZ5FBOR5,HP Kids 1570,HP Kids high quality product,Clothing,Kids,Fashion,HP,M-6002,Green,L,2.56,Piece,S338,Supplier_5,Vietnam,412.75,559.02,441.27,5,96,09-09-2024,Active
P11571,HDDARAP7,Puma Snacks 1571,Puma Snacks high quality product,Grocery,Snacks,Fashion,Puma,M-4964,Gray,L,4.17,Piece,S824,Supplier_22,Germany,4268.59,6154.66,5519.23,12,190,13-04-2024,Active
P11572,GZYHABJL,Dell Kids 1572,Dell Kids high quality product,Clothing,Kids,FMCG,Dell,M-5579,Green,S,2.26,Piece,S313,Supplier_12,India,834.97,1034.79,1045.56,18,193,30-09-2023,Active
P11573,2BNHG64V,Sony Sunglasses 1573,Sony Sunglasses high quality product,Accessories,Sunglasses,FMCG,Sony,M-9488,Red,L,1.84,Piece,S478,Supplier_8,India,3987.02,5598.95,4701.11,5,55,02-08-2025,Active
P11574,KM6NYI47,HP Laptop 1574,HP Laptop high quality product,Electronics,Laptop,Electronics,HP,M-8967,Black,XL,7.2,Piece,S198,Supplier_46,USA,584.08,792.04,696.53,18,29,14-11-2024,Active
P11575,NVZ86TZ8,Sony Snacks 1575,Sony Snacks high quality product,Grocery,Snacks,FMCG,Sony,M-8304,Blue,M,9.13,Piece,S212,Supplier_13,China,1482.77,1887.91,1745.98,12,24,23-09-2025,Active
P11576,DT990FLH,HP Sunglasses 1576,HP Sunglasses high quality product,Accessories,Sunglasses,Fashion,HP,M-3841,Blue,M,1.33,Piece,S356,Supplier_40,USA,266.93,370.21,343.54,5,55,17-05-2025,Active
P11577,U39FCF1Z,HP Watch 1577,HP Watch high quality product,Accessories,Watch,Electronics,HP,M-2030,Black,NA,1.89,Piece,S619,Supplier_29,USA,3268.02,4110.66,3926.96,18,48,17-12-2025,Active
P11578,MQPTS9MR,Lenovo Kids 1578,Lenovo Kids high quality product,Clothing,Kids,FMCG,Lenovo,M-5405,Green,XL,5.53,Piece,S538,Supplier_26,India,1566.21,2165.6,1690.28,18,61,17-07-2023,Active
P11579,AQDVUIUA,Sony Men 1579,Sony Men high quality product,Clothing,Men,Electronics,Sony,M-5136,Blue,M,3.76,Piece,S535,Supplier_48,China,1599.76,2035.68,1689.57,12,94,26-11-2024,Active
P11580,TWF6R5M7,Lenovo Tablet 1580,Lenovo Tablet high quality product,Electronics,Tablet,Electronics,Lenovo,M-1837,Green,XL,3.02,Piece,S622,Supplier_46,Vietnam,3866.64,4490.03,4950.29,18,66,15-05-2024,Active
P11581,F522KRXC,Apple Snacks 1581,Apple Snacks high quality product,Grocery,Snacks,Electronics,Apple,M-2811,Blue,M,7.17,Piece,S692,Supplier_48,USA,4545.96,6086.52,5747.65,18,159,29-09-2025,Active
P11582,551RSDC7,HP Kids 1582,HP Kids high quality product,Clothing,Kids,Fashion,HP,M-7762,Green,S,5.08,Piece,S966,Supplier_14,India,3077.59,4548.72,3799.22,18,55,17-10-2025,Active
P11583,FCZH03EJ,HP Laptop 1583,HP Laptop high quality product,Electronics,Laptop,Fashion,HP,M-6060,Black,M,6.47,Piece,S600,Supplier_19,USA,4948.46,7035.29,5378.38,18,109,05-11-2024,Active
P11584,UZYVJYCX,Nike Snacks 1584,Nike Snacks high quality product,Grocery,Snacks,Electronics,Nike,M-8916,Red,S,6.55,Piece,S324,Supplier_1,China,1369.36,1593.29,1518.22,5,99,28-05-2023,Active
P11585,10ATQZ49,Puma Laptop 1585,Puma Laptop high quality product,Electronics,Laptop,Electronics,Puma,M-9122,Red,S,7.7,Piece,S586,Supplier_12,USA,2495.51,2784.48,3045.7,18,181,16-07-2024,Active
P11586,WU7BMO4F,Nike Watch 1586,Nike Watch high quality product,Accessories,Watch,Electronics,Nike,M-8008,Green,S,3.58,Piece,S576,Supplier_47,India,4875.38,5884.52,5438.56,5,151,11-01-2025,Active
P11587,BTLY1K6P,Nestle Mobile 1587,Nestle Mobile high quality product,Electronics,Mobile,Electronics,Nestle,M-6752,Gray,L,8.09,Piece,S781,Supplier_14,Vietnam,4989.49,5960.94,5600.57,18,18,08-08-2025,Active
P11588,7X7OURRC,Nike Household 1588,Nike Household high quality product,Grocery,Household,Fashion,Nike,M-4178,Black,L,2.49,Piece,S126,Supplier_14,China,683.5,989.42,776.57,5,177,14-09-2023,Active
P11589,LAPC2S6Z,Adidas Bag 1589,Adidas Bag high quality product,Accessories,Bag,Electronics,Adidas,M-1883,Red,M,7.5,Piece,S127,Supplier_16,Vietnam,4933.5,6332.09,5971.54,12,64,21-10-2023,Active
P11590,4T8J5WA5,Apple Beverages 1590,Apple Beverages high quality product,Grocery,Beverages,Fashion,Apple,M-1092,Green,S,5.56,Piece,S328,Supplier_36,USA,2861.58,3992.9,3629.79,12,200,22-02-2025,Active
P11591,48HU8OB3,Puma Watch 1591,Puma Watch high quality product,Accessories,Watch,Fashion,Puma,M-5005,Red,S,0.24,Piece,S591,Supplier_16,USA,1367.62,1862.47,1635.51,5,41,01-12-2023,Active
P11592,28JLFC5H,Puma Tablet 1592,Puma Tablet high quality product,Electronics,Tablet,Fashion,Puma,M-2098,Blue,S,9.47,Piece,S975,Supplier_11,Germany,368.76,481.86,442.76,18,200,18-06-2023,Active
P11593,XAXDAUY8,Lenovo Men 1593,Lenovo Men high quality product,Clothing,Men,FMCG,Lenovo,M-7683,Blue,S,7.94,Piece,S747,Supplier_10,China,1042.36,1379.08,1294.3,12,96,11-06-2023,Active
P11594,6WCSI6O0,Adidas Household 1594,Adidas Household high quality product,Grocery,Household,FMCG,Adidas,M-7798,Green,M,0.97,Piece,S752,Supplier_5,Germany,2959.82,3520.08,3289.79,18,20,09-03-2024,Active
P11595,2Q2441HC,Sony Snacks 1595,Sony Snacks high quality product,Grocery,Snacks,Electronics,Sony,M-4205,Blue,S,7.2,Piece,S886,Supplier_49,China,2070.68,2432.22,2478.54,5,92,12-06-2023,Active
P11596,9CB7PLB7,Nestle Sunglasses 1596,Nestle Sunglasses high quality product,Accessories,Sunglasses,Fashion,Nestle,M-8001,Red,XL,7.09,Piece,S665,Supplier_19,China,3397.2,4344.83,3850.28,18,69,15-05-2024,Active
P11597,78EZIMF6,Sony Tablet 1597,Sony Tablet high quality product,Electronics,Tablet,Fashion,Sony,M-3137,Gray,M,4.27,Piece,S786,Supplier_44,Germany,3091.87,4478.34,3384.87,18,47,14-12-2025,Active
P11598,OU3YIDKJ,Adidas Women 1598,Adidas Women high quality product,Clothing,Women,FMCG,Adidas,M-3597,Green,S,8.76,Piece,S215,Supplier_3,India,561.49,816.41,672.21,12,174,13-05-2025,Active
P11599,UQ4SI9SB,Sony Watch 1599,Sony Watch high quality product,Accessories,Watch,Electronics,Sony,M-1966,Black,XL,4.97,Piece,S332,Supplier_21,Vietnam,723.44,876.02,845.49,18,172,17-12-2024,Active
P11600,YQOWNT1X,Samsung Watch 1600,Samsung Watch high quality product,Accessories,Watch,Electronics,Samsung,M-7814,Black,S,0.91,Piece,S368,Supplier_42,Vietnam,683.45,968.05,778.41,5,87,29-09-2024,Active
P11601,PLMYICS9,Nike Kids 1601,Nike Kids high quality product,Clothing,Kids,Electronics,Nike,M-6018,Black,XL,5.39,Piece,S812,Supplier_28,USA,4024.49,4833.33,4889.85,18,110,30-05-2023,Active
P11602,N4OPLBV7,Apple Kids 1602,Apple Kids high quality product,Clothing,Kids,FMCG,Apple,M-8173,Gray,S,1.98,Piece,S307,Supplier_6,Germany,4567.63,6023.14,4879.92,18,130,04-12-2023,Active
P11603,F7P7DB1U,Lenovo Women 1603,Lenovo Women high quality product,Clothing,Women,Fashion,Lenovo,M-2828,Blue,L,2.66,Piece,S754,Supplier_10,India,2603.91,3153.91,3106.94,5,57,13-07-2025,Active
P11604,FTUQX892,Samsung Sunglasses 1604,Samsung Sunglasses high quality product,Accessories,Sunglasses,FMCG,Samsung,M-3227,Green,XL,6.69,Piece,S478,Supplier_11,India,3866.86,4836.04,4701.15,5,14,21-11-2023,Active
P11605,HQF9WJYT,Dell Sunglasses 1605,Dell Sunglasses high quality product,Accessories,Sunglasses,FMCG,Dell,M-4470,Gray,S,6.76,Piece,S215,Supplier_31,USA,897.18,1243.44,979.28,18,95,09-01-2024,Active
P11606,61Q8H9HA,Sony Accessory 1606,Sony Accessory high quality product,Electronics,Accessory,FMCG,Sony,M-4575,Green,L,1.45,Piece,S910,Supplier_28,USA,3948.97,4473.08,4653.98,5,156,26-03-2025,Active
P11607,JV7N97NB,Puma Beverages 1607,Puma Beverages high quality product,Grocery,Beverages,FMCG,Puma,M-1940,Gray,NA,5.67,Piece,S272,Supplier_32,China,2616.17,3921.5,3392.01,5,153,26-06-2025,Active
P11608,JAZH632W,Apple Beverages 1608,Apple Beverages high quality product,Grocery,Beverages,Electronics,Apple,M-6089,Gray,L,6.27,Piece,S292,Supplier_50,India,1777.55,2212.43,2039.25,12,64,04-05-2024,Active
P11609,D21AS9CY,Adidas Accessory 1609,Adidas Accessory high quality product,Electronics,Accessory,Electronics,Adidas,M-1862,Green,S,1.52,Piece,S890,Supplier_30,China,2415.75,3540.42,3044.56,5,81,04-02-2025,Active
P11610,Z8IL6RB9,Apple Men 1610,Apple Men high quality product,Clothing,Men,Electronics,Apple,M-4502,Green,L,6.31,Piece,S596,Supplier_23,USA,2831.48,4149.69,3025.23,5,124,07-02-2025,Active
P11611,O5962WKV,Lenovo Watch 1611,Lenovo Watch high quality product,Accessories,Watch,FMCG,Lenovo,M-4054,Gray,XL,2.62,Piece,S906,Supplier_19,China,2823.95,3661.57,3105.53,18,98,06-04-2025,Active
P11612,G11DOHBV,Puma Men 1612,Puma Men high quality product,Clothing,Men,Fashion,Puma,M-4878,Green,NA,6.71,Piece,S964,Supplier_2,Germany,2364.11,2713.53,2617.85,5,14,09-12-2025,Active
P11613,52CGL27Y,Samsung Bag 1613,Samsung Bag high quality product,Accessories,Bag,Electronics,Samsung,M-8521,White,S,6.58,Piece,S806,Supplier_25,Germany,4897.31,5929.46,5315.41,12,19,29-03-2024,Active
P11614,BFWDVP4Y,Apple Kids 1614,Apple Kids high quality product,Clothing,Kids,Electronics,Apple,M-7718,Red,M,8.68,Piece,S674,Supplier_32,China,4778.25,6668.93,6110.51,18,102,27-04-2025,Active
P11615,A3BMI43L,Nestle Sunglasses 1615,Nestle Sunglasses high quality product,Accessories,Sunglasses,Electronics,Nestle,M-9960,Gray,M,4.45,Piece,S136,Supplier_43,Vietnam,2708.42,3672.16,3130.17,12,135,04-02-2024,Active
P11616,X91O7HVG,Nestle Snacks 1616,Nestle Snacks high quality product,Grocery,Snacks,FMCG,Nestle,M-5825,Blue,M,5.56,Piece,S410,Supplier_50,India,1175.42,1400.88,1254.16,18,125,07-05-2025,Active
P11617,KQDWQBPU,Nike Mobile 1617,Nike Mobile high quality product,Electronics,Mobile,FMCG,Nike,M-8247,Green,S,5.67,Piece,S626,Supplier_12,India,4281.53,5220.35,5565.74,5,150,17-11-2025,Active
P11618,UKPE2ZGK,Apple Watch 1618,Apple Watch high quality product,Accessories,Watch,Electronics,Apple,M-1560,Blue,NA,5.12,Piece,S474,Supplier_46,India,2693.63,3896.77,2950.98,5,153,20-02-2025,Active
P11619,BRWVWE88,Samsung Men 1619,Samsung Men high quality product,Clothing,Men,Fashion,Samsung,M-4135,Gray,S,9.44,Piece,S458,Supplier_28,Germany,431.28,636.65,531.38,18,139,18-01-2026,Active
P11620,MUKVRXXD,Apple Tablet 1620,Apple Tablet high quality product,Electronics,Tablet,Fashion,Apple,M-4286,Black,NA,2.58,Piece,S577,Supplier_30,India,3460.2,4401.22,4058.24,18,63,18-09-2025,Active
P11621,BPRUKTDL,Nestle Laptop 1621,Nestle Laptop high quality product,Electronics,Laptop,Electronics,Nestle,M-6229,Blue,S,0.75,Piece,S679,Supplier_38,Vietnam,665.9,772.99,774.61,5,41,01-01-2026,Active
P11622,3Y92DIXS,Puma Men 1622,Puma Men high quality product,Clothing,Men,Electronics,Puma,M-2424,Black,S,7.07,Piece,S333,Supplier_15,USA,2087.68,2722.37,2447.88,18,112,16-04-2024,Active
P11623,6J37FOIT,Nike Women 1623,Nike Women high quality product,Clothing,Women,Electronics,Nike,M-2677,White,NA,2.96,Piece,S402,Supplier_45,Germany,1686.8,2040.23,1820.09,5,139,06-10-2023,Active
P11624,VQYTQG3P,Lenovo Snacks 1624,Lenovo Snacks high quality product,Grocery,Snacks,Electronics,Lenovo,M-2283,Green,L,6.46,Piece,S317,Supplier_2,China,2180.87,3134.68,2350.97,5,170,18-09-2025,Active
P11625,PV934ZKS,Sony Bag 1625,Sony Bag high quality product,Accessories,Bag,Fashion,Sony,M-9951,Blue,XL,2.7,Piece,S628,Supplier_37,India,4023.28,4994.69,4842.37,18,109,13-04-2025,Active
P11626,SCLYAB1C,Puma Kids 1626,Puma Kids high quality product,Clothing,Kids,Electronics,Puma,M-5687,Gray,L,5.56,Piece,S588,Supplier_38,USA,3648.52,5005.42,4119.86,12,92,10-01-2024,Active
P11627,T43WX67E,Puma Accessory 1627,Puma Accessory high quality product,Electronics,Accessory,Fashion,Puma,M-2569,Gray,S,4.55,Piece,S442,Supplier_21,China,1951.58,2881.68,2367.3,18,115,29-10-2024,Active
P11628,AII6RL69,Adidas Tablet 1628,Adidas Tablet high quality product,Electronics,Tablet,FMCG,Adidas,M-2910,White,L,9.51,Piece,S182,Supplier_39,India,2780.38,3062.83,3131.6,5,114,09-12-2023,Active
P11629,83H6KP1B,Dell Mobile 1629,Dell Mobile high quality product,Electronics,Mobile,FMCG,Dell,M-2649,Blue,S,9.23,Piece,S527,Supplier_18,China,4603.12,6274.17,5051.42,5,194,10-02-2025,Active
P11630,6YRKXTYP,Sony Kids 1630,Sony Kids high quality product,Clothing,Kids,Fashion,Sony,M-1043,Red,L,1.67,Piece,S570,Supplier_12,USA,2685.18,3807.92,2848.29,12,184,17-12-2025,Active
P11631,S06OVHCG,Adidas Men 1631,Adidas Men high quality product,Clothing,Men,FMCG,Adidas,M-1420,Green,M,3.78,Piece,S340,Supplier_18,China,3001.37,3981.82,3298.13,18,37,01-02-2024,Active
P11632,NKEY6WCS,Sony Kids 1632,Sony Kids high quality product,Clothing,Kids,Electronics,Sony,M-5859,Blue,L,8.38,Piece,S464,Supplier_49,USA,3190.61,3773.26,3573.01,5,33,27-01-2024,Active
P11633,NA00YPN1,Puma Bag 1633,Puma Bag high quality product,Accessories,Bag,Fashion,Puma,M-5462,Green,NA,1.27,Piece,S633,Supplier_50,Vietnam,200.54,224.71,214.66,18,69,21-02-2025,Active
