StoreID,StoreCode,StoreName,StoreType,StoreFormat,AddressLine1,AddressLine2,City,StateProvince,PostalCode,Country,Region,Latitude,Longitude,StoreManager,ManagerEmail,ManagerPhone,StoreSizeSqFt,NumberOfEmployees,OpeningDate,ClosingDate,IsFranchise,StoreStatus,TargetRevenue
653,SRC-0653,SRC San Francisco Store 653,Retail,Small,325 Main Street,,San Francisco,CA,45830,USA,North America,-10.222893,56.772037,Manager 653,manager653@srcstores.com,-4381450,47076,185,02-12-2019,,TRUE,Active,8248102.55
654,SRC-0654,SRC London Store 654,Outlet,Large,839 Main Street,,London,England,91698,UK,Europe,-40.069701,42.043509,Manager 654,manager654@srcstores.com,-1340282,22896,92,21-05-2018,13-06-2020,TRUE,Closed,6347732.65
655,SRC-0655,SRC New York Store 655,Retail,Large,582 Main Street,,New York,NY,67928,USA,North America,-17.183046,163.48037,Manager 655,manager655@srcstores.com,-6023238,37473,170,01-08-2017,,TRUE,Closed,3102529.07
656,SRC-0656,SRC Berlin Store 656,Outlet,Small,129 Main Street,,Berlin,Berlin,19805,Germany,Europe,82.504638,-106.020602,Manager 656,manager656@srcstores.com,-5909736,48419,46,20-02-2018,,FALSE,Active,15324785.84
657,SRC-0657,SRC Mumbai Store 657,Mall,Large,82 Main Street,,Mumbai,Maharashtra,15783,India,Asia,-10.251657,129.251624,Manager 657,manager657@srcstores.com,-2631301,13637,190,07-02-2020,,TRUE,Active,16410516.72
658,SRC-0658,SRC London Store 658,Flagship,Small,847 Main Street,,London,England,43727,UK,Europe,-36.605168,16.012967,Manager 658,manager658@srcstores.com,-6594134,30981,199,18-01-2012,,TRUE,Closed,11631558.98
659,SRC-0659,SRC Chicago Store 659,Mall,Medium,118 Main Street,,Chicago,IL,65340,USA,North America,-70.302623,52.428501,Manager 659,manager659@srcstores.com,-1922556,46153,24,15-11-2018,,FALSE,Active,14615540.01
660,SRC-0660,SRC Chicago Store 660,Retail,Large,976 Main Street,,Chicago,IL,37823,USA,North America,-7.024795,-8.088369,Manager 660,manager660@srcstores.com,-7286964,43694,25,19-04-2011,,FALSE,Active,17565087.08
661,SRC-0661,SRC London Store 661,Outlet,Medium,965 Main Street,,London,England,97890,UK,Europe,31.946569,99.13406,Manager 661,manager661@srcstores.com,-4504385,38738,185,18-06-2020,,TRUE,Renovation,10916980.95
662,SRC-0662,SRC Pune Store 662,Retail,Medium,647 Main Street,,Pune,Maharashtra,78261,India,Asia,8.323042,45.29376,Manager 662,manager662@srcstores.com,-3557864,17370,266,08-01-2019,,TRUE,Active,11886671.88
663,SRC-0663,SRC Mumbai Store 663,Mall,Small,589 Main Street,,Mumbai,Maharashtra,21881,India,Asia,-29.163702,116.493936,Manager 663,manager663@srcstores.com,-4589854,41522,253,04-07-2017,,FALSE,Active,15550699.55
664,SRC-0664,SRC Seattle Store 664,Flagship,Medium,269 Main Street,,Seattle,WA,96180,USA,North America,-30.920372,117.677885,Manager 664,manager664@srcstores.com,-4092584,21223,195,07-05-2019,,FALSE,Closed,4312361.26
665,SRC-0665,SRC Seattle Store 665,Mall,Medium,438 Main Street,,Seattle,WA,63896,USA,North America,71.352499,90.210376,Manager 665,manager665@srcstores.com,-2346676,47466,13,30-06-2012,,FALSE,Active,11713651.92
666,SRC-0666,SRC Pune Store 666,Outlet,Large,837 Main Street,,Pune,Maharashtra,80010,India,Asia,-77.794322,-77.748429,Manager 666,manager666@srcstores.com,-4023360,43760,273,16-10-2020,,TRUE,Active,5474608.75
667,SRC-0667,SRC New York Store 667,Outlet,Medium,891 Main Street,,New York,NY,51127,USA,North America,-31.275754,-110.19458,Manager 667,manager667@srcstores.com,-6441487,17283,128,23-02-2013,,TRUE,Closed,16331554.59
668,SRC-0668,SRC Chicago Store 668,Mall,Small,346 Main Street,,Chicago,IL,25445,USA,North America,21.263895,126.137001,Manager 668,manager668@srcstores.com,-2086107,33957,118,01-01-2010,25-12-2011,TRUE,Active,4070380.03
669,SRC-0669,SRC New York Store 669,Outlet,Small,696 Main Street,,New York,NY,98294,USA,North America,-19.081607,-1.67972,Manager 669,manager669@srcstores.com,-6702349,16308,278,25-07-2020,,TRUE,Renovation,19387384.64
670,SRC-0670,SRC Chicago Store 670,Mall,Medium,870 Main Street,,Chicago,IL,31683,USA,North America,30.303555,111.465869,Manager 670,manager670@srcstores.com,-8223593,42276,278,19-01-2020,,TRUE,Closed,4521471.73
671,SRC-0671,SRC Hanoi Store 671,Retail,Large,123 Main Street,,Hanoi,Hanoi,84817,Vietnam,Asia,-77.825435,141.770201,Manager 671,manager671@srcstores.com,-8784801,10382,156,21-12-2015,,TRUE,Active,19440672.39
672,SRC-0672,SRC Hanoi Store 672,Retail,Large,86 Main Street,,Hanoi,Hanoi,74790,Vietnam,Asia,47.84499,149.480841,Manager 672,manager672@srcstores.com,-7347009,13010,116,22-04-2019,,TRUE,Closed,19884206.25
673,SRC-0673,SRC San Francisco Store 673,Retail,Small,534 Main Street,,San Francisco,CA,16293,USA,North America,51.923354,-150.146863,Manager 673,manager673@srcstores.com,-4577573,42707,191,02-05-2012,,FALSE,Renovation,4954082.17
674,SRC-0674,SRC San Francisco Store 674,Retail,Medium,82 Main Street,,San Francisco,CA,70472,USA,North America,-89.645182,105.22655,Manager 674,manager674@srcstores.com,-5224356,27625,233,24-08-2010,,FALSE,Active,7584031.92
675,SRC-0675,SRC Mumbai Store 675,Outlet,Large,396 Main Street,,Mumbai,Maharashtra,60063,India,Asia,35.977241,-173.888665,Manager 675,manager675@srcstores.com,-2269008,17024,290,27-02-2011,,TRUE,Closed,17970935.77
676,SRC-0676,SRC Pune Store 676,Mall,Medium,441 Main Street,,Pune,Maharashtra,76581,India,Asia,-57.896894,112.451485,Manager 676,manager676@srcstores.com,-8610189,40220,190,25-11-2014,,TRUE,Active,6060280.92
677,SRC-0677,SRC Berlin Store 677,Flagship,Small,999 Main Street,,Berlin,Berlin,34344,Germany,Europe,-15.111211,158.599069,Manager 677,manager677@srcstores.com,-8432001,43275,86,01-06-2010,,TRUE,Closed,10504708.33
678,SRC-0678,SRC New York Store 678,Flagship,Small,269 Main Street,,New York,NY,63252,USA,North America,44.954315,-99.471845,Manager 678,manager678@srcstores.com,-6742340,8674,43,31-12-2017,28-03-2021,FALSE,Active,16628295.81
679,SRC-0679,SRC Shanghai Store 679,Flagship,Medium,504 Main Street,,Shanghai,Shanghai,60427,China,Asia,-61.866604,-91.99242,Manager 679,manager679@srcstores.com,-4865261,16912,152,03-07-2019,,FALSE,Active,7652589.4
680,SRC-0680,SRC San Francisco Store 680,Mall,Small,595 Main Street,,San Francisco,CA,33545,USA,North America,74.644951,178.057038,Manager 680,manager680@srcstores.com,-6336969,4009,275,22-06-2018,,FALSE,Active,2180426.33
681,SRC-0681,SRC San Francisco Store 681,Mall,Medium,355 Main Street,,San Francisco,CA,94706,USA,North America,80.342529,-124.680008,Manager 681,manager681@srcstores.com,-1526933,2851,18,16-01-2019,,TRUE,Closed,13861286.26
682,SRC-0682,SRC London Store 682,Flagship,Small,589 Main Street,,London,England,24894,UK,Europe,47.282707,-27.901682,Manager 682,manager682@srcstores.com,-5223096,31352,119,11-09-2012,,TRUE,Closed,13942252.84
683,SRC-0683,SRC Hanoi Store 683,Mall,Medium,134 Main Street,,Hanoi,Hanoi,50950,Vietnam,Asia,-41.258585,23.902052,Manager 683,manager683@srcstores.com,-7956087,8404,181,06-10-2013,,FALSE,Active,10137778.58
684,SRC-0684,SRC Mumbai Store 684,Mall,Small,970 Main Street,,Mumbai,Maharashtra,21895,India,Asia,-36.28054,-177.424524,Manager 684,manager684@srcstores.com,-3860764,23082,129,09-11-2011,,TRUE,Closed,4091156.98
685,SRC-0685,SRC Mumbai Store 685,Mall,Small,930 Main Street,,Mumbai,Maharashtra,10607,India,Asia,89.40827,19.953495,Manager 685,manager685@srcstores.com,-3324668,41207,153,28-06-2016,,TRUE,Active,13294750.98
686,SRC-0686,SRC Hanoi Store 686,Outlet,Medium,129 Main Street,,Hanoi,Hanoi,43076,Vietnam,Asia,57.310983,-154.950303,Manager 686,manager686@srcstores.com,-4064828,6685,48,12-06-2018,,FALSE,Active,15506635.18
687,SRC-0687,SRC London Store 687,Flagship,Large,403 Main Street,,London,England,50278,UK,Europe,85.916044,177.430961,Manager 687,manager687@srcstores.com,-3104598,48265,145,08-08-2015,05-06-2020,FALSE,Active,7948755.9
688,SRC-0688,SRC Hanoi Store 688,Mall,Large,589 Main Street,,Hanoi,Hanoi,15720,Vietnam,Asia,48.536815,52.810091,Manager 688,manager688@srcstores.com,-5829670,31977,141,10-12-2010,,TRUE,Active,18811569.27
689,SRC-0689,SRC Berlin Store 689,Outlet,Small,850 Main Street,,Berlin,Berlin,32215,Germany,Europe,-69.313491,-55.637859,Manager 689,manager689@srcstores.com,-4338542,30401,72,07-03-2019,,TRUE,Active,15685346.41
690,SRC-0690,SRC Pune Store 690,Outlet,Small,453 Main Street,,Pune,Maharashtra,33985,India,Asia,15.24624,-125.570376,Manager 690,manager690@srcstores.com,-4107185,28964,64,03-04-2013,,TRUE,Renovation,1674899.97
691,SRC-0691,SRC Shanghai Store 691,Flagship,Medium,328 Main Street,,Shanghai,Shanghai,89316,China,Asia,-81.031551,84.846633,Manager 691,manager691@srcstores.com,-1421395,14687,77,27-05-2013,,FALSE,Active,19260229.37
692,SRC-0692,SRC London Store 692,Flagship,Large,792 Main Street,,London,England,46716,UK,Europe,-67.266296,-139.534037,Manager 692,manager692@srcstores.com,-8218398,42549,296,27-01-2020,,TRUE,Renovation,19153866.83
693,SRC-0693,SRC Hanoi Store 693,Mall,Large,855 Main Street,,Hanoi,Hanoi,39319,Vietnam,Asia,40.573383,-143.744281,Manager 693,manager693@srcstores.com,-6301102,25955,70,15-10-2017,,FALSE,Active,1110127.38
694,SRC-0694,SRC Berlin Store 694,Mall,Medium,64 Main Street,,Berlin,Berlin,63735,Germany,Europe,75.839004,-37.192228,Manager 694,manager694@srcstores.com,-8264595,19218,116,19-11-2016,,FALSE,Active,12820471.69
695,SRC-0695,SRC Shanghai Store 695,Flagship,Large,194 Main Street,,Shanghai,Shanghai,99192,China,Asia,15.654125,97.232011,Manager 695,manager695@srcstores.com,-3430115,34795,25,29-01-2015,,FALSE,Active,5093533.19
696,SRC-0696,SRC New York Store 696,Flagship,Large,487 Main Street,,New York,NY,61465,USA,North America,23.613528,-55.13795,Manager 696,manager696@srcstores.com,-1224070,22331,96,25-06-2012,,FALSE,Active,16316629.02
697,SRC-0697,SRC New York Store 697,Retail,Large,329 Main Street,,New York,NY,75851,USA,North America,-73.622457,160.595321,Manager 697,manager697@srcstores.com,-2312858,22763,145,13-02-2018,,TRUE,Renovation,2640015.59
698,SRC-0698,SRC Shanghai Store 698,Mall,Small,721 Main Street,,Shanghai,Shanghai,92224,China,Asia,63.613486,-50.227224,Manager 698,manager698@srcstores.com,-2841180,40395,61,01-11-2010,,TRUE,Active,8662606.14
699,SRC-0699,SRC Seattle Store 699,Flagship,Small,337 Main Street,,Seattle,WA,58518,USA,North America,43.488115,-122.376527,Manager 699,manager699@srcstores.com,-4826129,44570,157,24-12-2015,,FALSE,Closed,12261312.52
700,SRC-0700,SRC Pune Store 700,Flagship,Large,275 Main Street,,Pune,Maharashtra,57702,India,Asia,-21.811112,113.514003,Manager 700,manager700@srcstores.com,-2358529,47866,182,05-05-2018,,FALSE,Active,18618774.42
701,SRC-0701,SRC Hanoi Store 701,Retail,Large,116 Main Street,,Hanoi,Hanoi,68615,Vietnam,Asia,-36.015965,15.17743,Manager 701,manager701@srcstores.com,-8741037,41659,104,22-11-2017,,FALSE,Renovation,3576957.63
702,SRC-0702,SRC Seattle Store 702,Flagship,Large,833 Main Street,,Seattle,WA,35844,USA,North America,-64.35817,-145.172167,Manager 702,manager702@srcstores.com,-1796767,35976,124,31-05-2020,,FALSE,Active,14891300.48
703,SRC-0703,SRC Seattle Store 703,Retail,Large,120 Main Street,,Seattle,WA,22998,USA,North America,-46.390354,-126.739239,Manager 703,manager703@srcstores.com,-4257267,7901,218,03-04-2014,,FALSE,Active,6308557.58
704,SRC-0704,SRC Seattle Store 704,Outlet,Small,949 Main Street,,Seattle,WA,21521,USA,North America,65.236531,38.067381,Manager 704,manager704@srcstores.com,-3997513,25739,289,16-11-2018,,FALSE,Active,3898426.38
705,SRC-0705,SRC New York Store 705,Retail,Medium,974 Main Street,,New York,NY,10834,USA,North America,-20.55074,-16.151215,Manager 705,manager705@srcstores.com,-5320833,12368,250,30-12-2013,,FALSE,Active,11495421.21
706,SRC-0706,SRC London Store 706,Outlet,Large,38 Main Street,,London,England,32452,UK,Europe,-26.962519,129.968398,Manager 706,manager706@srcstores.com,-5659027,21513,91,21-06-2014,,TRUE,Active,19972564.22
707,SRC-0707,SRC Seattle Store 707,Retail,Large,775 Main Street,,Seattle,WA,28869,USA,North America,-12.835658,136.773904,Manager 707,manager707@srcstores.com,-6200654,49199,112,31-08-2018,,FALSE,Renovation,9371094.15
708,SRC-0708,SRC New York Store 708,Retail,Large,81 Main Street,,New York,NY,61825,USA,North America,12.63146,4.715095,Manager 708,manager708@srcstores.com,-5665026,46201,10,16-05-2018,,FALSE,Renovation,7972179.05
709,SRC-0709,SRC Chicago Store 709,Mall,Large,924 Main Street,,Chicago,IL,87336,USA,North America,15.923644,37.701835,Manager 709,manager709@srcstores.com,-5446097,24820,222,20-09-2010,07-07-2014,TRUE,Closed,11022422.58
710,SRC-0710,SRC Seattle Store 710,Outlet,Small,704 Main Street,,Seattle,WA,46355,USA,North America,-71.153957,-34.927904,Manager 710,manager710@srcstores.com,-1701713,33085,232,17-01-2015,,TRUE,Active,6450520.54
711,SRC-0711,SRC Chicago Store 711,Mall,Medium,244 Main Street,,Chicago,IL,80666,USA,North America,31.969316,88.057887,Manager 711,manager711@srcstores.com,-6046052,40015,291,19-03-2014,01-09-2019,TRUE,Active,11597433.62
712,SRC-0712,SRC Pune Store 712,Flagship,Large,940 Main Street,,Pune,Maharashtra,24150,India,Asia,-29.757297,27.011199,Manager 712,manager712@srcstores.com,-3802096,46762,178,29-11-2012,,TRUE,Renovation,2355434.33
713,SRC-0713,SRC Shanghai Store 713,Retail,Small,978 Main Street,,Shanghai,Shanghai,51640,China,Asia,44.76965,-94.23277,Manager 713,manager713@srcstores.com,-2385053,38817,246,28-04-2013,,TRUE,Active,18810487.38
714,SRC-0714,SRC Chicago Store 714,Retail,Medium,134 Main Street,,Chicago,IL,89743,USA,North America,-68.940706,66.521734,Manager 714,manager714@srcstores.com,-3350469,38793,263,25-08-2012,,FALSE,Active,5309261.45
715,SRC-0715,SRC San Francisco Store 715,Mall,Large,355 Main Street,,San Francisco,CA,12851,USA,North America,-1.786844,159.288253,Manager 715,manager715@srcstores.com,-7978914,31450,24,27-05-2014,,FALSE,Closed,5824664.33
716,SRC-0716,SRC San Francisco Store 716,Flagship,Large,744 Main Street,,San Francisco,CA,48439,USA,North America,-48.070209,64.961094,Manager 716,manager716@srcstores.com,-7894389,32343,287,03-06-2017,30-05-2020,TRUE,Closed,17770421.69
717,SRC-0717,SRC London Store 717,Mall,Small,850 Main Street,,London,England,14037,UK,Europe,-47.156234,-179.405772,Manager 717,manager717@srcstores.com,-3082677,29609,155,27-06-2015,,TRUE,Renovation,9277861.34
718,SRC-0718,SRC San Francisco Store 718,Retail,Large,535 Main Street,,San Francisco,CA,65144,USA,North America,47.31746,-109.213355,Manager 718,manager718@srcstores.com,-2883589,2003,189,23-12-2014,,FALSE,Active,14578548.51
719,SRC-0719,SRC Mumbai Store 719,Flagship,Large,110 Main Street,,Mumbai,Maharashtra,13785,India,Asia,-66.61309,-90.120251,Manager 719,manager719@srcstores.com,-7128574,22619,172,21-01-2020,,TRUE,Active,10833297.62
720,SRC-0720,SRC Chicago Store 720,Outlet,Small,282 Main Street,,Chicago,IL,45784,USA,North America,-58.317372,119.665175,Manager 720,manager720@srcstores.com,-6666935,23681,227,25-03-2017,,TRUE,Renovation,2872672.61
721,SRC-0721,SRC London Store 721,Retail,Large,889 Main Street,,London,England,33571,UK,Europe,-36.480734,45.748605,Manager 721,manager721@srcstores.com,-9265857,26673,226,01-09-2015,,TRUE,Active,4017837.07
722,SRC-0722,SRC Hanoi Store 722,Mall,Small,814 Main Street,,Hanoi,Hanoi,95986,Vietnam,Asia,11.902985,162.076285,Manager 722,manager722@srcstores.com,-1749155,47885,148,08-06-2017,,TRUE,Closed,16747405.45
723,SRC-0723,SRC Chicago Store 723,Outlet,Small,593 Main Street,,Chicago,IL,13877,USA,North America,-11.410112,-131.415006,Manager 723,manager723@srcstores.com,-9836708,22928,137,26-09-2017,,TRUE,Active,11776699.66
724,SRC-0724,SRC Mumbai Store 724,Flagship,Small,733 Main Street,,Mumbai,Maharashtra,88956,India,Asia,62.417211,124.829425,Manager 724,manager724@srcstores.com,-6022882,39564,289,16-12-2017,,TRUE,Active,17520857.2
725,SRC-0725,SRC Berlin Store 725,Mall,Medium,512 Main Street,,Berlin,Berlin,66145,Germany,Europe,6.860776,64.349365,Manager 725,manager725@srcstores.com,-5462528,5547,51,31-07-2018,,TRUE,Renovation,11591798.26
726,SRC-0726,SRC London Store 726,Outlet,Small,209 Main Street,,London,England,67622,UK,Europe,14.003201,63.140717,Manager 726,manager726@srcstores.com,-9388387,7135,248,18-07-2014,,FALSE,Renovation,10590641.89
727,SRC-0727,SRC Berlin Store 727,Flagship,Large,786 Main Street,,Berlin,Berlin,60267,Germany,Europe,67.694402,-55.966795,Manager 727,manager727@srcstores.com,-7325611,38838,51,07-03-2011,,FALSE,Closed,14004334.72
728,SRC-0728,SRC London Store 728,Mall,Small,182 Main Street,,London,England,40355,UK,Europe,63.441087,19.430955,Manager 728,manager728@srcstores.com,-3356767,7125,113,04-04-2012,,FALSE,Active,10265222.4
729,SRC-0729,SRC Seattle Store 729,Outlet,Small,866 Main Street,,Seattle,WA,26680,USA,North America,83.770504,-67.651697,Manager 729,manager729@srcstores.com,-6256267,26476,243,02-10-2013,,FALSE,Renovation,7079441.66
730,SRC-0730,SRC New York Store 730,Mall,Medium,556 Main Street,,New York,NY,39144,USA,North America,84.148828,112.720214,Manager 730,manager730@srcstores.com,-4941395,45856,114,27-06-2016,,TRUE,Closed,10807671.76
731,SRC-0731,SRC London Store 731,Flagship,Medium,291 Main Street,,London,England,13258,UK,Europe,27.961145,163.393376,Manager 731,manager731@srcstores.com,-9644830,34511,182,07-01-2014,,TRUE,Renovation,17899118.71
732,SRC-0732,SRC San Francisco Store 732,Outlet,Large,508 Main Street,,San Francisco,CA,28438,USA,North America,-39.931901,1.591943,Manager 732,manager732@srcstores.com,-9505848,44134,118,19-01-2015,,FALSE,Active,10413209.53
733,SRC-0733,SRC Pune Store 733,Outlet,Large,797 Main Street,,Pune,Maharashtra,32976,India,Asia,69.700106,107.817127,Manager 733,manager733@srcstores.com,-3631105,47199,43,31-05-2012,,TRUE,Active,14734146.19
734,SRC-0734,SRC London Store 734,Mall,Small,426 Main Street,,London,England,11502,UK,Europe,24.014554,88.19957,Manager 734,manager734@srcstores.com,-7177490,49546,91,17-08-2017,,FALSE,Active,15750413.6
735,SRC-0735,SRC Chicago Store 735,Outlet,Medium,745 Main Street,,Chicago,IL,94659,USA,North America,52.869294,-69.174051,Manager 735,manager735@srcstores.com,-5905544,25188,167,24-01-2010,,TRUE,Active,10951109.39
736,SRC-0736,SRC New York Store 736,Outlet,Large,38 Main Street,,New York,NY,75772,USA,North America,-63.435059,112.674793,Manager 736,manager736@srcstores.com,-8015905,22275,223,25-04-2017,,FALSE,Active,9846022.81
737,SRC-0737,SRC Shanghai Store 737,Mall,Large,435 Main Street,,Shanghai,Shanghai,85219,China,Asia,14.984276,-6.811072,Manager 737,manager737@srcstores.com,-2598493,29453,61,24-03-2015,,TRUE,Active,3017559.45
738,SRC-0738,SRC New York Store 738,Retail,Large,96 Main Street,,New York,NY,97584,USA,North America,6.192087,177.952721,Manager 738,manager738@srcstores.com,-8954407,6422,118,02-01-2018,,FALSE,Active,9364090.7
739,SRC-0739,SRC Hanoi Store 739,Mall,Large,434 Main Street,,Hanoi,Hanoi,11757,Vietnam,Asia,73.831342,-97.578934,Manager 739,manager739@srcstores.com,-8595169,22806,95,12-04-2019,,FALSE,Renovation,1481185.67
740,SRC-0740,SRC Mumbai Store 740,Retail,Large,56 Main Street,,Mumbai,Maharashtra,37517,India,Asia,58.04213,-144.948417,Manager 740,manager740@srcstores.com,-4102293,17794,297,17-12-2010,,TRUE,Active,3493087.54
741,SRC-0741,SRC Shanghai Store 741,Retail,Large,715 Main Street,,Shanghai,Shanghai,90300,China,Asia,-47.51349,-121.33655,Manager 741,manager741@srcstores.com,-8421246,22873,118,25-09-2016,,TRUE,Closed,17669930.22
742,SRC-0742,SRC Shanghai Store 742,Retail,Large,825 Main Street,,Shanghai,Shanghai,86937,China,Asia,5.045758,-2.991479,Manager 742,manager742@srcstores.com,-9438916,24607,68,13-09-2015,,FALSE,Renovation,10629228.04
743,SRC-0743,SRC Shanghai Store 743,Retail,Large,987 Main Street,,Shanghai,Shanghai,23905,China,Asia,39.536206,-60.412274,Manager 743,manager743@srcstores.com,-1484123,30467,106,10-04-2013,,TRUE,Active,10947444.2
744,SRC-0744,SRC Mumbai Store 744,Flagship,Small,541 Main Street,,Mumbai,Maharashtra,55727,India,Asia,-36.790209,-89.796984,Manager 744,manager744@srcstores.com,-5441909,17156,242,04-05-2018,,FALSE,Active,2195597.15
745,SRC-0745,SRC Mumbai Store 745,Flagship,Medium,825 Main Street,,Mumbai,Maharashtra,86817,India,Asia,-69.509714,-62.660739,Manager 745,manager745@srcstores.com,-3481526,4035,96,16-04-2014,,FALSE,Active,18296860.55
746,SRC-0746,SRC Chicago Store 746,Mall,Small,663 Main Street,,Chicago,IL,28309,USA,North America,5.082143,-3.275723,Manager 746,manager746@srcstores.com,-7078950,46142,72,28-04-2020,,TRUE,Active,9172467.86
747,SRC-0747,SRC Pune Store 747,Outlet,Medium,978 Main Street,,Pune,Maharashtra,71055,India,Asia,-17.93284,-114.68306,Manager 747,manager747@srcstores.com,-4156992,33650,236,02-09-2017,,TRUE,Renovation,6282224.85
748,SRC-0748,SRC Chicago Store 748,Outlet,Small,555 Main Street,,Chicago,IL,97715,USA,North America,30.683703,-41.641734,Manager 748,manager748@srcstores.com,-2045522,42677,123,17-12-2019,,FALSE,Closed,5853264.38
749,SRC-0749,SRC New York Store 749,Mall,Large,218 Main Street,,New York,NY,92532,USA,North America,1.319066,151.23165,Manager 749,manager749@srcstores.com,-7181564,43578,58,22-06-2016,,FALSE,Active,5437929.89
750,SRC-0750,SRC New York Store 750,Flagship,Large,610 Main Street,,New York,NY,20298,USA,North America,-9.266389,13.959978,Manager 750,manager750@srcstores.com,-5666464,18695,86,02-06-2020,,TRUE,Active,4967382.2
751,SRC-0751,SRC Chicago Store 751,Mall,Small,964 Main Street,,Chicago,IL,98005,USA,North America,-67.639067,59.130882,Manager 751,manager751@srcstores.com,-5292613,30464,67,10-01-2012,,TRUE,Closed,7724053.19
752,SRC-0752,SRC Hanoi Store 752,Mall,Medium,806 Main Street,,Hanoi,Hanoi,20388,Vietnam,Asia,46.062587,145.403959,Manager 752,manager752@srcstores.com,-1143645,15594,200,09-01-2020,,TRUE,Active,9004704.82
753,SRC-0753,SRC Seattle Store 753,Mall,Small,729 Main Street,,Seattle,WA,85597,USA,North America,-11.114807,168.165549,Manager 753,manager753@srcstores.com,-4979603,46135,58,29-10-2014,,FALSE,Closed,2286693.68
754,SRC-0754,SRC Chicago Store 754,Mall,Large,890 Main Street,,Chicago,IL,50999,USA,North America,-53.377007,139.389443,Manager 754,manager754@srcstores.com,-2169426,41912,151,10-12-2011,,FALSE,Active,11637792.07
755,SRC-0755,SRC Chicago Store 755,Mall,Medium,107 Main Street,,Chicago,IL,23894,USA,North America,-59.073846,144.812632,Manager 755,manager755@srcstores.com,-4334783,44888,115,25-01-2017,,FALSE,Closed,3327827.13
756,SRC-0756,SRC London Store 756,Mall,Large,650 Main Street,,London,England,13046,UK,Europe,-41.568865,-48.503167,Manager 756,manager756@srcstores.com,-5128481,25373,297,25-11-2011,17-06-2016,TRUE,Renovation,17073764.12
757,SRC-0757,SRC San Francisco Store 757,Flagship,Large,351 Main Street,,San Francisco,CA,28630,USA,North America,4.107875,120.228282,Manager 757,manager757@srcstores.com,-7764191,34439,114,04-10-2016,,TRUE,Closed,15378958.17
758,SRC-0758,SRC Mumbai Store 758,Retail,Medium,465 Main Street,,Mumbai,Maharashtra,81053,India,Asia,45.024705,102.437882,Manager 758,manager758@srcstores.com,-1528268,14110,32,11-08-2020,07-12-2025,TRUE,Active,15828258.3
759,SRC-0759,SRC London Store 759,Outlet,Large,587 Main Street,,London,England,78339,UK,Europe,-70.541109,177.665711,Manager 759,manager759@srcstores.com,-9070021,42009,250,26-07-2017,28-03-2020,FALSE,Active,14074216.4
760,SRC-0760,SRC Chicago Store 760,Retail,Medium,158 Main Street,,Chicago,IL,63562,USA,North America,-18.60355,-66.784706,Manager 760,manager760@srcstores.com,-7876269,33362,194,20-10-2019,,TRUE,Active,1660982.9
761,SRC-0761,SRC Chicago Store 761,Retail,Small,868 Main Street,,Chicago,IL,76537,USA,North America,-58.745398,-119.45805,Manager 761,manager761@srcstores.com,-1415575,4629,45,06-06-2010,,TRUE,Active,8990923.25
762,SRC-0762,SRC London Store 762,Flagship,Medium,307 Main Street,,London,England,45301,UK,Europe,-36.801547,136.399731,Manager 762,manager762@srcstores.com,-5925536,25075,156,02-09-2020,,FALSE,Renovation,17421660.08
763,SRC-0763,SRC London Store 763,Mall,Medium,949 Main Street,,London,England,65235,UK,Europe,-71.596358,-96.342001,Manager 763,manager763@srcstores.com,-5404255,21025,58,27-03-2020,07-05-2023,TRUE,Renovation,18336866.08
764,SRC-0764,SRC Seattle Store 764,Mall,Large,705 Main Street,,Seattle,WA,29642,USA,North America,-38.387073,118.965961,Manager 764,manager764@srcstores.com,-3632993,35987,92,21-06-2010,,TRUE,Active,19158308.3
765,SRC-0765,SRC Mumbai Store 765,Outlet,Large,65 Main Street,,Mumbai,Maharashtra,44386,India,Asia,-58.644726,22.051806,Manager 765,manager765@srcstores.com,-9374876,6551,207,25-08-2020,,FALSE,Active,6036609.17
766,SRC-0766,SRC Mumbai Store 766,Outlet,Large,414 Main Street,,Mumbai,Maharashtra,17515,India,Asia,61.213599,-152.878307,Manager 766,manager766@srcstores.com,-5971500,16241,99,21-04-2012,,FALSE,Active,3394208.22
767,SRC-0767,SRC London Store 767,Flagship,Medium,992 Main Street,,London,England,68143,UK,Europe,-22.67651,-77.702806,Manager 767,manager767@srcstores.com,-1847990,20967,229,07-04-2010,,FALSE,Closed,2085979.47
768,SRC-0768,SRC Mumbai Store 768,Mall,Large,259 Main Street,,Mumbai,Maharashtra,83299,India,Asia,36.843238,-164.638246,Manager 768,manager768@srcstores.com,-4705067,21924,189,24-06-2012,,FALSE,Closed,17442246.02
769,SRC-0769,SRC Mumbai Store 769,Outlet,Small,951 Main Street,,Mumbai,Maharashtra,49206,India,Asia,20.782511,-135.992089,Manager 769,manager769@srcstores.com,-7464579,27042,116,04-12-2019,,FALSE,Active,9439005.82
770,SRC-0770,SRC Chicago Store 770,Flagship,Medium,466 Main Street,,Chicago,IL,89138,USA,North America,-22.084364,86.014397,Manager 770,manager770@srcstores.com,-4068037,25916,128,19-08-2015,,TRUE,Active,9292698.6
771,SRC-0771,SRC Mumbai Store 771,Flagship,Medium,54 Main Street,,Mumbai,Maharashtra,36959,India,Asia,17.418564,-39.921811,Manager 771,manager771@srcstores.com,-4100130,42224,191,04-10-2015,,FALSE,Active,18237267.28
